Method,Model,Class,Precision,Recall,F1-Score,Accuracy,Balanced Accuracy,ROC-AUC
CGAN,AdaBoost,8,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,9,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,10,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,11,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,12,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,13,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,14,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,15,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,16,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,17,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,18,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,19,0.10199004975124377,0.20398009950248755,0.13598673300165837,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,20,0.11442786069651742,0.22885572139303484,0.15257048092868988,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,21,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,22,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,23,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,24,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,25,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,26,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,27,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,28,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,29,0.003000750187546887,0.8888888888888888,0.005981308411214953,0.05702976103210673,0.06196814538419016,
CGAN,Extra Trees,0,0.424,0.33125,0.3719298245614035,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,1,0.17391304347826086,0.12,0.14201183431952663,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,2,0.1450381679389313,0.1890547263681592,0.16414686825053995,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,3,0.1417910447761194,0.0945273631840796,0.11343283582089553,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,4,0.09941520467836257,0.1691542288557214,0.1252302025782689,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,5,0.16,0.15920398009950248,0.1596009975062344,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,6,0.07052896725440806,0.13930348258706468,0.09364548494983277,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,7,0.15422885572139303,0.15422885572139303,0.15422885572139303,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,8,0.15681233933161953,0.15211970074812967,0.15443037974683543,0.20686116405219176,0.1168965707313363,
CGAN,Extra Trees,9,0.08374384236453201,0.0845771144278607,0.08415841584158416,0.20686116405219176,0.1168965707313363,
